id,user_input,bot_response,category,is_crisis
04734,I feel lonely even around people.,"Your feelings are completely valid. It's okay to take this one step at a time. Can we identify a tiny, doable next step that aligns with your values?",loneliness,FALSE
09841,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
08357,I struggle to focus on the here and now.,Thank you for sharing this with me. Reaching out already shows strength. Try noticing your breath and the feeling of your feet on the floor for one minute. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,mindfulness,FALSE
05909,Deadlines at work make me panic.,That sounds really hard to carry. You don't have to handle everything alone. Breaking tasks into tiny chunks and blocking 25 minutes can make things feel more manageable. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,work-stress,FALSE
05218,I can’t handle the pressure at work.,"That sounds really hard to carry. You're doing your best in a tough moment. Would delegating one small task or renegotiating a deadline be possible? Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",work-stress,FALSE
05161,I can’t handle the pressure at work.,"That sounds really hard to carry. Reaching out already shows strength. Breaking tasks into tiny chunks and blocking 25 minutes can make things feel more manageable. Could we notice one small thing that went well recently, no matter how small?",work-stress,FALSE
05023,I feel like I'm failing at my job.,I'm really sorry you're going through this. You're doing your best in a tough moment. Would delegating one small task or renegotiating a deadline be possible? Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,work-stress,FALSE
02304,I don't like who I am lately.,"I'm really sorry you're going through this. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",self-esteem,FALSE
09013,I want to disappear and not wake up.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
09019,I want to disappear and not wake up.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
00300,Deadlines at work make me panic.,"I'm really sorry you're going through this. Reaching out already shows strength. Would delegating one small task or renegotiating a deadline be possible? Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",work-stress,FALSE
03678,I want to bounce back from setbacks better.,"That sounds really hard to carry. It's okay to take this one step at a time. Can we identify a tiny, doable next step that aligns with your values?",resilience,FALSE
06401,I feel stuck and unmotivated.,"Thank you for sharing this with me. Small steps still count and add up. Can we identify a tiny, doable next step that aligns with your values?",motivation,FALSE
04964,I struggle to focus on the here and now.,"That sounds really hard to carry. Small steps still count and add up. Try noticing your breath and the feeling of your feet on the floor for one minute. Could we reframe this setback as practice, not a verdict on your worth?",mindfulness,FALSE
06982,I'm exhausted and emotionally drained.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",burnout,FALSE
07347,"I used to enjoy my work, but now I feel numb.","That sounds really hard to carry. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",burnout,FALSE
00380,I'm overwhelmed and don't know where to start.,"Your feelings are completely valid. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",overwhelm,FALSE
05121,I turn to distractions that don't help.,"That sounds really hard to carry. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",coping-skills,FALSE
06720,I say yes when I want to say no.,"Thank you for sharing this with me. You're doing your best in a tough moment. A kind 'no' protects your energy and makes your 'yes' more genuine. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",boundaries,FALSE
02756,Family pressure is making me anxious.,"It's understandable to feel this way. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",family-conflict,FALSE
00477,I can't seem to get started on anything.,"It's understandable to feel this way. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",procrastination,FALSE
02245,Stress is affecting my mood and focus.,"That sounds really hard to carry. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",stress-management,FALSE
06067,Everything feels too much today.,That sounds really hard to carry. Reaching out already shows strength. What is one personal strength you can lean on right now?,overwhelm,FALSE
08885,I feel like nothing I do is ever good enough.,"It's understandable to feel this way. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",perfectionism,FALSE
09847,I'm thinking about hurting myself.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
03435,I run out of time for important things.,"Thank you for sharing this with me. It's okay to take this one step at a time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",time-management,FALSE
03417,I avoid social events because I feel judged.,"Thank you for sharing this with me. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",social-anxiety,FALSE
06256,I want to build a gratitude habit.,"Thank you for sharing this with me. It's okay to take this one step at a time. A short daily note of three good things can gently lift mood over time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",gratitude,FALSE
09883,I feel like I might do something to end it.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
03765,I want to bounce back from setbacks better.,I'm really sorry you're going through this. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,resilience,FALSE
03057,My mind is always racing.,I'm really sorry you're going through this. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,mindfulness,FALSE
07301,I run out of time for important things.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",time-management,FALSE
05433,I’m worried my partner will leave me.,I'm really sorry you're going through this. It's okay to take this one step at a time. Would scheduling a calm time to talk help you feel heard? What is one personal strength you can lean on right now?,relationships,FALSE
04193,I say yes when I want to say no.,Your feelings are completely valid. You don't have to handle everything alone. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,boundaries,FALSE
08239,I'm scared I won't make ends meet.,I'm really sorry you're going through this. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,financial-stress,FALSE
03162,"I used to enjoy my work, but now I feel numb.","Your feelings are completely valid. You don't have to handle everything alone. Could we notice one small thing that went well recently, no matter how small?",burnout,FALSE
00807,I avoid mirrors because I feel ashamed.,It's understandable to feel this way. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,body-image,FALSE
06118,My mind keeps me awake at night.,I'm really sorry you're going through this. Reaching out already shows strength. Keeping a gentle wind-down routine and limiting screens before bed can help your body settle. What would being kind to yourself look like in the next hour?,sleep,FALSE
03712,I'm constantly anxious about my future.,That sounds really hard to carry. Small steps still count and add up. What is one personal strength you can lean on right now?,anxiety,FALSE
02993,I feel rage building up inside me.,"Your feelings are completely valid. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",anger,FALSE
03568,I’m worried my partner will leave me.,"Your feelings are completely valid. You're doing your best in a tough moment. Would scheduling a calm time to talk help you feel heard? Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",relationships,FALSE
05141,I can't seem to get started on anything.,"That sounds really hard to carry. It's okay to take this one step at a time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",procrastination,FALSE
04545,I can’t sleep well and feel tired all day.,"Thank you for sharing this with me. You're doing your best in a tough moment. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Could we notice one small thing that went well recently, no matter how small?",sleep,FALSE
04357,I’m worried my partner will leave me.,Thank you for sharing this with me. Reaching out already shows strength. Using 'I feel' statements can make tough conversations safer. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,relationships,FALSE
09729,I feel like I might do something to end it.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
02786,I keep putting off important tasks.,"That sounds really hard to carry. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",procrastination,FALSE
06254,Exams are stressing me out.,"Your feelings are completely valid. You don't have to handle everything alone. Could you ask a classmate or teacher for a small piece of support on the hardest topic? Could we notice one small thing that went well recently, no matter how small?",academic-stress,FALSE
01037,Family pressure is making me anxious.,"That sounds really hard to carry. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",family-conflict,FALSE
01208,I can't find motivation to do anything.,"Thank you for sharing this with me. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",motivation,FALSE
09854,I feel like I might do something to end it.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
02714,I feel disconnected from my core values.,"That sounds really hard to carry. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",values,FALSE
03919,I can't forgive myself for what happened.,"Your feelings are completely valid. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",guilt-shame,FALSE
02377,Every small ache makes me worry a lot.,"Thank you for sharing this with me. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",health-anxiety,FALSE
09687,I want to disappear and not wake up.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
01367,I feel like I have no one to talk to.,"Thank you for sharing this with me. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",loneliness,FALSE
01292,My schedule is chaotic and I feel stressed.,It's understandable to feel this way. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,time-management,FALSE
08092,I want to bounce back from setbacks better.,Thank you for sharing this with me. Small steps still count and add up. What would being kind to yourself look like in the next hour?,resilience,FALSE
05674,I feel like nothing I do is ever good enough.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",perfectionism,FALSE
02192,I turn to distractions that don't help.,"Your feelings are completely valid. Reaching out already shows strength. Can we identify a tiny, doable next step that aligns with your values?",coping-skills,FALSE
02550,I feel tense and on edge most days.,"Thank you for sharing this with me. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",stress-management,FALSE
07114,I want to be more present in the moment.,Your feelings are completely valid. You don't have to handle everything alone. Bringing attention back kindly when it wanders is the practice—no need for perfection. What would being kind to yourself look like in the next hour?,mindfulness,FALSE
08527,I'm afraid to start because it won't be perfect.,I'm really sorry you're going through this. You're doing your best in a tough moment. What would being kind to yourself look like in the next hour?,perfectionism,FALSE
09307,I feel like I might do something to end it.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
03293,I feel like I'm failing at my job.,Thank you for sharing this with me. You don't have to handle everything alone. What would being kind to yourself look like in the next hour?,work-stress,FALSE
05762,I struggle to focus on the here and now.,"Your feelings are completely valid. Reaching out already shows strength. Bringing attention back kindly when it wanders is the practice—no need for perfection. Could we notice one small thing that went well recently, no matter how small?",mindfulness,FALSE
07382,My schedule is chaotic and I feel stressed.,"It's understandable to feel this way. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",time-management,FALSE
08825,I'm terrified something is wrong with my health.,Thank you for sharing this with me. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,health-anxiety,FALSE
00634,I don’t know what I truly value.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",purpose-meaning,FALSE
07560,"I used to enjoy my work, but now I feel numb.","Thank you for sharing this with me. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",burnout,FALSE
05478,I feel like I'm failing at my job.,"That sounds really hard to carry. Reaching out already shows strength. Would delegating one small task or renegotiating a deadline be possible? Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",work-stress,FALSE
03484,I want to do better but can't get moving.,"Thank you for sharing this with me. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",motivation,FALSE
01176,Guilt is eating me up.,"Your feelings are completely valid. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",guilt-shame,FALSE
00810,I obsess over tiny mistakes.,"Thank you for sharing this with me. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",perfectionism,FALSE
05838,I keep putting off important tasks.,I'm really sorry you're going through this. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,procrastination,FALSE
06179,I want my life to feel meaningful.,"It's understandable to feel this way. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",purpose-meaning,FALSE
06655,I feel disconnected from my core values.,"That sounds really hard to carry. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",values,FALSE
03698,I don’t know what I truly value.,"That sounds really hard to carry. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",purpose-meaning,FALSE
05411,I feel rage building up inside me.,I'm really sorry you're going through this. Reaching out already shows strength. What is one personal strength you can lean on right now?,anger,FALSE
01450,My mind keeps me awake at night.,That sounds really hard to carry. Reaching out already shows strength. What is one personal strength you can lean on right now?,sleep,FALSE
08911,I want to be more present in the moment.,"It's understandable to feel this way. It's okay to take this one step at a time. Try noticing your breath and the feeling of your feet on the floor for one minute. Can we identify a tiny, doable next step that aligns with your values?",mindfulness,FALSE
02620,I feel like I'm failing at my job.,"It's understandable to feel this way. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",work-stress,FALSE
03852,My irritation is hurting my relationships.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Could we notice one small thing that went well recently, no matter how small?",anger,FALSE
07821,I feel rage building up inside me.,"It's understandable to feel this way. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",anger,FALSE
03460,Setting boundaries makes me feel guilty.,"It's understandable to feel this way. You don't have to handle everything alone. You can practice a simple script: 'I can’t take that on right now.' Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",boundaries,FALSE
09952,I want to disappear and not wake up.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
08864,I feel stuck and unmotivated.,"It's understandable to feel this way. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",motivation,FALSE
01441,Everything feels too much today.,"Your feelings are completely valid. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",overwhelm,FALSE
09762,I'm thinking about hurting myself.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
02461,I'm terrified something is wrong with my health.,That sounds really hard to carry. Small steps still count and add up. What would being kind to yourself look like in the next hour?,health-anxiety,FALSE
05410,I feel burnt out and empty.,"It's understandable to feel this way. Reaching out already shows strength. Can we identify a tiny, doable next step that aligns with your values?",burnout,FALSE
01671,How do I become more resilient?,"I'm really sorry you're going through this. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",resilience,FALSE
06049,I turn to distractions that don't help.,Your feelings are completely valid. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,coping-skills,FALSE
01186,I’m scared I’ll fail my classes.,"It's understandable to feel this way. You don't have to handle everything alone. Could you ask a classmate or teacher for a small piece of support on the hardest topic? Could we reframe this setback as practice, not a verdict on your worth?",academic-stress,FALSE
03553,"I used to enjoy my work, but now I feel numb.",It's understandable to feel this way. Small steps still count and add up. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,burnout,FALSE
06541,I avoid social events because I feel judged.,"Your feelings are completely valid. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",social-anxiety,FALSE
07611,I want to do better but can't get moving.,"Your feelings are completely valid. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",motivation,FALSE
06435,I keep checking symptoms online and panic.,"I'm really sorry you're going through this. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",health-anxiety,FALSE
04670,I don’t know what I truly value.,"That sounds really hard to carry. You don't have to handle everything alone. Could we notice one small thing that went well recently, no matter how small?",purpose-meaning,FALSE
01939,I’ve been feeling isolated lately.,"I'm really sorry you're going through this. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",loneliness,FALSE
00968,People take advantage of my kindness.,"Your feelings are completely valid. You're doing your best in a tough moment. A kind 'no' protects your energy and makes your 'yes' more genuine. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",boundaries,FALSE
09042,I don't see any reason to continue.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
09916,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
09053,I feel like I might do something to end it.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
04347,I avoid social events because I feel judged.,"I'm really sorry you're going through this. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",social-anxiety,FALSE
05847,I'm afraid to start because it won't be perfect.,"Thank you for sharing this with me. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",perfectionism,FALSE
09531,I want to disappear and not wake up.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
00927,I wake up anxious and unrested.,That sounds really hard to carry. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,sleep,FALSE
00455,I hate how I look.,Your feelings are completely valid. You're doing your best in a tough moment. What would being kind to yourself look like in the next hour?,body-image,FALSE
02919,I feel paralyzed by all my tasks.,"Thank you for sharing this with me. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",overwhelm,FALSE
02580,I feel paralyzed by all my tasks.,Thank you for sharing this with me. You don't have to handle everything alone. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,overwhelm,FALSE
05424,Grief feels like it will never end.,Thank you for sharing this with me. Small steps still count and add up. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,grief,FALSE
05955,I want to do better but can't get moving.,"Thank you for sharing this with me. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",motivation,FALSE
08336,My relationship feels stuck and confusing.,It's understandable to feel this way. You're doing your best in a tough moment. Using 'I feel' statements can make tough conversations safer. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,relationships,FALSE
05498,I keep checking symptoms online and panic.,"It's understandable to feel this way. You don't have to handle everything alone. Could we notice one small thing that went well recently, no matter how small?",health-anxiety,FALSE
02777,"I used to enjoy my work, but now I feel numb.","Thank you for sharing this with me. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",burnout,FALSE
02278,Setting boundaries makes me feel guilty.,I'm really sorry you're going through this. It's okay to take this one step at a time. A kind 'no' protects your energy and makes your 'yes' more genuine. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,boundaries,FALSE
08560,I feel insecure about my body.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",body-image,FALSE
06629,I hate how I look.,I'm really sorry you're going through this. Small steps still count and add up. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,body-image,FALSE
00838,I’m scared I’ll fail my classes.,"Your feelings are completely valid. You're doing your best in a tough moment. A simple study rhythm—25 minutes focus, 5 minutes rest—can reduce pressure. Could we reframe this setback as practice, not a verdict on your worth?",academic-stress,FALSE
08773,Stress is affecting my mood and focus.,"I'm really sorry you're going through this. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",stress-management,FALSE
05586,"No matter what I do, I feel worthless.","It's understandable to feel this way. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",self-worth,FALSE
02382,I feel overwhelmed by bills and debt.,"Your feelings are completely valid. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",financial-stress,FALSE
04561,I’m worried my partner will leave me.,Your feelings are completely valid. Small steps still count and add up. Would scheduling a calm time to talk help you feel heard? What is one personal strength you can lean on right now?,relationships,FALSE
00747,I feel paralyzed by all my tasks.,Your feelings are completely valid. You don't have to handle everything alone. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,overwhelm,FALSE
08459,I want to build a gratitude habit.,That sounds really hard to carry. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,gratitude,FALSE
08250,My mind keeps me awake at night.,I'm really sorry you're going through this. Small steps still count and add up. Keeping a gentle wind-down routine and limiting screens before bed can help your body settle. What would being kind to yourself look like in the next hour?,sleep,FALSE
09882,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
00102,I'm constantly anxious about my future.,Thank you for sharing this with me. Reaching out already shows strength. What is one personal strength you can lean on right now?,anxiety,FALSE
00052,I can’t manage my time well.,Your feelings are completely valid. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,time-management,FALSE
07505,I wake up anxious and unrested.,"That sounds really hard to carry. It's okay to take this one step at a time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",sleep,FALSE
01873,I feel like nothing I do is ever good enough.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",perfectionism,FALSE
07690,Deadlines at work make me panic.,"Thank you for sharing this with me. You're doing your best in a tough moment. Would delegating one small task or renegotiating a deadline be possible? Could we reframe this setback as practice, not a verdict on your worth?",work-stress,FALSE
04537,I’m unsure if my actions match my values.,Your feelings are completely valid. Reaching out already shows strength. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,values,FALSE
03977,I feel stuck and unmotivated.,"It's understandable to feel this way. It's okay to take this one step at a time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",motivation,FALSE
04610,I can't seem to get started on anything.,Thank you for sharing this with me. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,procrastination,FALSE
00986,I keep putting off important tasks.,"Thank you for sharing this with me. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",procrastination,FALSE
07953,Setting boundaries makes me feel guilty.,That sounds really hard to carry. You're doing your best in a tough moment. You can practice a simple script: 'I can’t take that on right now.' What is one personal strength you can lean on right now?,boundaries,FALSE
09030,I don't see any reason to continue.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
09428,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
04472,I feel burnt out and empty.,"It's understandable to feel this way. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",burnout,FALSE
05988,I'm overwhelmed and don't know where to start.,It's understandable to feel this way. Small steps still count and add up. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,overwhelm,FALSE
00784,My irritation is hurting my relationships.,"Thank you for sharing this with me. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",anger,FALSE
01902,I feel overwhelmed by bills and debt.,"That sounds really hard to carry. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",financial-stress,FALSE
05627,I get angry too quickly and regret it.,That sounds really hard to carry. You don't have to handle everything alone. What is one personal strength you can lean on right now?,anger,FALSE
04208,How can I manage tough emotions better?,That sounds really hard to carry. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,coping-skills,FALSE
00797,I can’t handle the pressure at work.,"That sounds really hard to carry. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",work-stress,FALSE
02288,I'm overwhelmed and don't know where to start.,That sounds really hard to carry. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,overwhelm,FALSE
02742,I struggle to believe in myself.,I'm really sorry you're going through this. Reaching out already shows strength. What is one personal strength you can lean on right now?,self-esteem,FALSE
07615,I'm exhausted and emotionally drained.,"Your feelings are completely valid. Small steps still count and add up. Can we identify a tiny, doable next step that aligns with your values?",burnout,FALSE
02011,I feel like nothing I do is ever good enough.,"That sounds really hard to carry. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",perfectionism,FALSE
07711,I get angry too quickly and regret it.,"Thank you for sharing this with me. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",anger,FALSE
01302,I’m worried my partner will leave me.,"Your feelings are completely valid. You don't have to handle everything alone. Would scheduling a calm time to talk help you feel heard? Could we notice one small thing that went well recently, no matter how small?",relationships,FALSE
03816,I can’t manage my time well.,"It's understandable to feel this way. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",time-management,FALSE
00447,I can't stop thinking about my ex.,"It's understandable to feel this way. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",breakup,FALSE
09615,I don't want to live anymore.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
00967,I don't like who I am lately.,"It's understandable to feel this way. Reaching out already shows strength. Can we identify a tiny, doable next step that aligns with your values?",self-esteem,FALSE
05685,I want to be more present in the moment.,Thank you for sharing this with me. You don't have to handle everything alone. Try noticing your breath and the feeling of your feet on the floor for one minute. What is one personal strength you can lean on right now?,mindfulness,FALSE
01502,I feel like nothing I do is ever good enough.,Your feelings are completely valid. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,perfectionism,FALSE
06668,I feel lost and without purpose.,"That sounds really hard to carry. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",purpose-meaning,FALSE
08748,I feel rage building up inside me.,Thank you for sharing this with me. Small steps still count and add up. What would being kind to yourself look like in the next hour?,anger,FALSE
03341,I can't forgive myself for what happened.,"It's understandable to feel this way. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",guilt-shame,FALSE
07972,I want to be more present in the moment.,Thank you for sharing this with me. Small steps still count and add up. Try noticing your breath and the feeling of your feet on the floor for one minute. What is one personal strength you can lean on right now?,mindfulness,FALSE
02310,I hate how I look.,"Thank you for sharing this with me. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",body-image,FALSE
